timestep,reward,epsilon
4.582500000000000000e+04,1.710000000000000000e+02,nan
4.598500000000000000e+04,1.600000000000000000e+02,nan
4.611500000000000000e+04,1.300000000000000000e+02,nan
4.627900000000000000e+04,1.640000000000000000e+02,nan
4.643400000000000000e+04,1.550000000000000000e+02,nan
4.657800000000000000e+04,1.440000000000000000e+02,nan
4.679800000000000000e+04,2.200000000000000000e+02,nan
4.695800000000000000e+04,1.600000000000000000e+02,nan
4.709500000000000000e+04,1.370000000000000000e+02,nan
4.730200000000000000e+04,2.070000000000000000e+02,nan
4.736200000000000000e+04,6.000000000000000000e+01,nan
4.749800000000000000e+04,1.360000000000000000e+02,nan
4.766300000000000000e+04,1.650000000000000000e+02,nan
4.785100000000000000e+04,1.880000000000000000e+02,nan
4.798400000000000000e+04,1.330000000000000000e+02,nan
4.813700000000000000e+04,1.530000000000000000e+02,nan
4.831100000000000000e+04,1.740000000000000000e+02,nan
4.854600000000000000e+04,2.350000000000000000e+02,nan
4.871000000000000000e+04,1.640000000000000000e+02,nan
4.888700000000000000e+04,1.770000000000000000e+02,nan
4.911700000000000000e+04,2.300000000000000000e+02,nan
4.940800000000000000e+04,2.910000000000000000e+02,nan
4.963700000000000000e+04,2.290000000000000000e+02,nan
4.985900000000000000e+04,2.220000000000000000e+02,nan
5.001800000000000000e+04,1.590000000000000000e+02,nan
5.015000000000000000e+04,1.320000000000000000e+02,nan
5.031000000000000000e+04,1.600000000000000000e+02,nan
5.055000000000000000e+04,2.400000000000000000e+02,nan
5.091400000000000000e+04,3.640000000000000000e+02,nan
5.113900000000000000e+04,2.250000000000000000e+02,nan
5.152600000000000000e+04,3.870000000000000000e+02,nan
5.174400000000000000e+04,2.180000000000000000e+02,nan
5.198100000000000000e+04,2.370000000000000000e+02,nan
5.229400000000000000e+04,3.130000000000000000e+02,nan
5.273100000000000000e+04,4.370000000000000000e+02,nan
5.296200000000000000e+04,2.310000000000000000e+02,nan
5.321300000000000000e+04,2.510000000000000000e+02,nan
5.339300000000000000e+04,1.800000000000000000e+02,nan
5.373400000000000000e+04,3.410000000000000000e+02,nan
5.393600000000000000e+04,2.020000000000000000e+02,nan
5.426800000000000000e+04,3.320000000000000000e+02,nan
5.439000000000000000e+04,1.220000000000000000e+02,nan
5.459000000000000000e+04,2.000000000000000000e+02,nan
5.493100000000000000e+04,3.410000000000000000e+02,nan
5.507800000000000000e+04,1.470000000000000000e+02,nan
5.535800000000000000e+04,2.800000000000000000e+02,nan
5.558000000000000000e+04,2.220000000000000000e+02,nan
5.584600000000000000e+04,2.660000000000000000e+02,nan
5.615100000000000000e+04,3.050000000000000000e+02,nan
5.633700000000000000e+04,1.860000000000000000e+02,nan
5.680400000000000000e+04,4.670000000000000000e+02,nan
5.705900000000000000e+04,2.550000000000000000e+02,nan
5.745400000000000000e+04,3.950000000000000000e+02,nan
5.752400000000000000e+04,7.000000000000000000e+01,nan
5.767100000000000000e+04,1.470000000000000000e+02,nan
5.817100000000000000e+04,5.000000000000000000e+02,nan
5.836600000000000000e+04,1.950000000000000000e+02,nan
5.880800000000000000e+04,4.420000000000000000e+02,nan
5.899900000000000000e+04,1.910000000000000000e+02,nan
5.927900000000000000e+04,2.800000000000000000e+02,nan
5.968600000000000000e+04,4.070000000000000000e+02,nan
5.978900000000000000e+04,1.030000000000000000e+02,nan
6.028900000000000000e+04,5.000000000000000000e+02,nan
